"age","sex","category","population"
1,"Naiset","v1990",47
1,"Naiset","v2010",32
1,"Naiset","v2024",21
2,"Naiset","v1990",57
2,"Naiset","v2010",33
2,"Naiset","v2024",18
3,"Naiset","v1990",38
3,"Naiset","v2010",32
3,"Naiset","v2024",29
4,"Naiset","v1990",59
4,"Naiset","v2010",30
4,"Naiset","v2024",24
5,"Naiset","v1990",56
5,"Naiset","v2010",29
5,"Naiset","v2024",24
6,"Naiset","v1990",57
6,"Naiset","v2010",40
6,"Naiset","v2024",22
7,"Naiset","v1990",65
7,"Naiset","v2010",26
7,"Naiset","v2024",20
8,"Naiset","v1990",59
8,"Naiset","v2010",17
8,"Naiset","v2024",31
9,"Naiset","v1990",60
9,"Naiset","v2010",33
9,"Naiset","v2024",30
10,"Naiset","v1990",41
10,"Naiset","v2010",32
10,"Naiset","v2024",35
11,"Naiset","v1990",53
11,"Naiset","v2010",33
11,"Naiset","v2024",27
12,"Naiset","v1990",68
12,"Naiset","v2010",34
12,"Naiset","v2024",26
13,"Naiset","v1990",62
13,"Naiset","v2010",39
13,"Naiset","v2024",23
14,"Naiset","v1990",70
14,"Naiset","v2010",31
14,"Naiset","v2024",34
15,"Naiset","v1990",50
15,"Naiset","v2010",42
15,"Naiset","v2024",35
16,"Naiset","v1990",49
16,"Naiset","v2010",42
16,"Naiset","v2024",34
17,"Naiset","v1990",45
17,"Naiset","v2010",41
17,"Naiset","v2024",26
18,"Naiset","v1990",54
18,"Naiset","v2010",37
18,"Naiset","v2024",22
19,"Naiset","v1990",54
19,"Naiset","v2010",28
19,"Naiset","v2024",20
20,"Naiset","v1990",50
20,"Naiset","v2010",34
20,"Naiset","v2024",17
21,"Naiset","v1990",50
21,"Naiset","v2010",19
21,"Naiset","v2024",16
22,"Naiset","v1990",51
22,"Naiset","v2010",30
22,"Naiset","v2024",8
23,"Naiset","v1990",42
23,"Naiset","v2010",23
23,"Naiset","v2024",23
24,"Naiset","v1990",52
24,"Naiset","v2010",26
24,"Naiset","v2024",15
25,"Naiset","v1990",46
25,"Naiset","v2010",29
25,"Naiset","v2024",16
26,"Naiset","v1990",53
26,"Naiset","v2010",32
26,"Naiset","v2024",25
27,"Naiset","v1990",38
27,"Naiset","v2010",32
27,"Naiset","v2024",22
28,"Naiset","v1990",50
28,"Naiset","v2010",32
28,"Naiset","v2024",17
29,"Naiset","v1990",49
29,"Naiset","v2010",25
29,"Naiset","v2024",17
30,"Naiset","v1990",52
30,"Naiset","v2010",26
30,"Naiset","v2024",33
31,"Naiset","v1990",44
31,"Naiset","v2010",27
31,"Naiset","v2024",22
32,"Naiset","v1990",45
32,"Naiset","v2010",26
32,"Naiset","v2024",30
33,"Naiset","v1990",59
33,"Naiset","v2010",26
33,"Naiset","v2024",25
34,"Naiset","v1990",73
34,"Naiset","v2010",34
34,"Naiset","v2024",27
35,"Naiset","v1990",55
35,"Naiset","v2010",26
35,"Naiset","v2024",25
36,"Naiset","v1990",73
36,"Naiset","v2010",17
36,"Naiset","v2024",27
37,"Naiset","v1990",70
37,"Naiset","v2010",24
37,"Naiset","v2024",25
38,"Naiset","v1990",64
38,"Naiset","v2010",29
38,"Naiset","v2024",32
39,"Naiset","v1990",70
39,"Naiset","v2010",37
39,"Naiset","v2024",39
40,"Naiset","v1990",67
40,"Naiset","v2010",29
40,"Naiset","v2024",40
41,"Naiset","v1990",63
41,"Naiset","v2010",37
41,"Naiset","v2024",38
42,"Naiset","v1990",67
42,"Naiset","v2010",38
42,"Naiset","v2024",31
43,"Naiset","v1990",72
43,"Naiset","v2010",34
43,"Naiset","v2024",25
44,"Naiset","v1990",80
44,"Naiset","v2010",51
44,"Naiset","v2024",27
45,"Naiset","v1990",63
45,"Naiset","v2010",45
45,"Naiset","v2024",24
46,"Naiset","v1990",43
46,"Naiset","v2010",57
46,"Naiset","v2024",28
47,"Naiset","v1990",48
47,"Naiset","v2010",38
47,"Naiset","v2024",25
48,"Naiset","v1990",51
48,"Naiset","v2010",39
48,"Naiset","v2024",39
49,"Naiset","v1990",57
49,"Naiset","v2010",44
49,"Naiset","v2024",22
50,"Naiset","v1990",29
50,"Naiset","v2010",47
50,"Naiset","v2024",21
51,"Naiset","v1990",57
51,"Naiset","v2010",42
51,"Naiset","v2024",26
52,"Naiset","v1990",39
52,"Naiset","v2010",48
52,"Naiset","v2024",34
53,"Naiset","v1990",34
53,"Naiset","v2010",49
53,"Naiset","v2024",34
54,"Naiset","v1990",42
54,"Naiset","v2010",66
54,"Naiset","v2024",26
55,"Naiset","v1990",54
55,"Naiset","v2010",50
55,"Naiset","v2024",36
56,"Naiset","v1990",47
56,"Naiset","v2010",66
56,"Naiset","v2024",38
57,"Naiset","v1990",46
57,"Naiset","v2010",58
57,"Naiset","v2024",41
58,"Naiset","v1990",42
58,"Naiset","v2010",60
58,"Naiset","v2024",43
59,"Naiset","v1990",47
59,"Naiset","v2010",65
59,"Naiset","v2024",49
60,"Naiset","v1990",56
60,"Naiset","v2010",68
60,"Naiset","v2024",54
61,"Naiset","v1990",49
61,"Naiset","v2010",61
61,"Naiset","v2024",36
62,"Naiset","v1990",50
62,"Naiset","v2010",60
62,"Naiset","v2024",41
63,"Naiset","v1990",50
63,"Naiset","v2010",61
63,"Naiset","v2024",44
64,"Naiset","v1990",60
64,"Naiset","v2010",78
64,"Naiset","v2024",48
65,"Naiset","v1990",47
65,"Naiset","v2010",64
65,"Naiset","v2024",43
66,"Naiset","v1990",44
66,"Naiset","v2010",38
66,"Naiset","v2024",46
67,"Naiset","v1990",59
67,"Naiset","v2010",42
67,"Naiset","v2024",46
68,"Naiset","v1990",56
68,"Naiset","v2010",47
68,"Naiset","v2024",56
69,"Naiset","v1990",41
69,"Naiset","v2010",51
69,"Naiset","v2024",47
70,"Naiset","v1990",53
70,"Naiset","v2010",31
70,"Naiset","v2024",65
71,"Naiset","v1990",40
71,"Naiset","v2010",50
71,"Naiset","v2024",61
72,"Naiset","v1990",34
72,"Naiset","v2010",40
72,"Naiset","v2024",51
73,"Naiset","v1990",38
73,"Naiset","v2010",32
73,"Naiset","v2024",55
74,"Naiset","v1990",38
74,"Naiset","v2010",33
74,"Naiset","v2024",52
75,"Naiset","v1990",16
75,"Naiset","v2010",41
75,"Naiset","v2024",55
76,"Naiset","v1990",32
76,"Naiset","v2010",37
76,"Naiset","v2024",54
77,"Naiset","v1990",32
77,"Naiset","v2010",44
77,"Naiset","v2024",54
78,"Naiset","v1990",32
78,"Naiset","v2010",34
78,"Naiset","v2024",67
79,"Naiset","v1990",32
79,"Naiset","v2010",30
79,"Naiset","v2024",52
80,"Naiset","v1990",29
80,"Naiset","v2010",40
80,"Naiset","v2024",31
81,"Naiset","v1990",24
81,"Naiset","v2010",35
81,"Naiset","v2024",30
82,"Naiset","v1990",27
82,"Naiset","v2010",40
82,"Naiset","v2024",36
83,"Naiset","v1990",19
83,"Naiset","v2010",22
83,"Naiset","v2024",40
84,"Naiset","v1990",12
84,"Naiset","v2010",31
84,"Naiset","v2024",20
85,"Naiset","v1990",11
85,"Naiset","v2010",27
85,"Naiset","v2024",31
86,"Naiset","v1990",8
86,"Naiset","v2010",22
86,"Naiset","v2024",22
87,"Naiset","v1990",10
87,"Naiset","v2010",22
87,"Naiset","v2024",18
88,"Naiset","v1990",4
88,"Naiset","v2010",27
88,"Naiset","v2024",15
89,"Naiset","v1990",6
89,"Naiset","v2010",15
89,"Naiset","v2024",13
90,"Naiset","v1990",4
90,"Naiset","v2010",15
90,"Naiset","v2024",16
91,"Naiset","v1990",4
91,"Naiset","v2010",11
91,"Naiset","v2024",14
92,"Naiset","v1990",2
